ID_FASHI,Name,ra,dec,ra-dec_err,cz,cz_err,cz_min,cz_max,v_radio,v_radio_err,freq,freq_err,z,z_err,ell_maj,ell_min,ell_pa,W_50,W_50_err,W_20,W_20_err,F_peak,F_peak_err,S_bf,S_bf_err,S_sum,S_sum_err,rms,SNR,distance,distance_err,log10Mass,log10Mass_err ,ell_ratio
20230042219.0,J045035.63+310419.3,72.6484,31.072,0.0042,1725.04,2.78,1670.52,1781.75,1715.17,2.78,1412.2793,0.0132,0.00575,9e-06,5.3,4.7,153,22.96,5.57,58.91,8.35,8.47,1.9,265.67,45.99,229.46,45.99,1.9,11.56,25.54,1.28,7.61,0.09,0.8867924528301887
20230007060.0,J230601.80+310741.0,346.5075,31.1281,0.0039,5923.64,2.45,5771.02,6046.3,5808.86,2.45,1392.8836,0.0116,0.01976,8e-06,5.0,5.0,0,24.87,4.9,57.47,7.35,13.12,2.48,391.54,98.76,530.74,98.76,2.48,12.51,77.63,3.88,8.74,0.12,1.0
20230065109.0,J092405.97+311708.7,141.0249,31.2857,0.0036,4244.16,1.32,4186.94,4299.83,4184.91,1.32,1400.5778,0.0063,0.01416,5e-06,5.1,4.5,174,20.02,2.64,30.74,3.97,9.51,1.36,204.45,32.9,184.46,32.9,1.36,13.3,61.11,3.06,8.25,0.08,0.8823529411764707
20230007268.0,J035719.41+312126.4,59.3309,31.3573,0.0045,6818.93,2.47,6751.3,6879.63,6667.28,2.47,1388.8164,0.0117,0.02275,9e-06,4.4,4.4,0,17.83,4.95,42.25,7.42,7.57,1.61,184.6,41.69,136.76,41.69,1.61,10.72,92.47,4.62,8.56,0.11,1.0
20230007323.0,J131317.61+312428.3,198.3234,31.4079,0.0025,800.53,0.96,764.87,836.35,798.4,0.96,1416.623,0.0046,0.00267,3e-06,6.3,5.5,85,19.96,1.93,32.13,2.89,22.77,2.28,500.94,42.0,440.27,42.0,2.28,19.42,9.69,0.48,7.04,0.06,0.873015873015873
20230008133.0,J022539.53+315753.9,36.4147,31.965,0.0017,5420.19,2.59,5123.11,5631.57,5323.93,2.59,1395.1812,0.0123,0.01808,9e-06,2.3,2.3,0,15.52,5.17,197.1,7.76,3.32,0.81,225.95,44.74,262.77,44.74,0.81,27.96,67.46,3.37,8.38,0.1,1.0
20230008317.0,J024542.11+320725.4,41.4255,32.1237,0.0026,5551.6,2.39,5430.26,5678.06,5450.66,2.39,1394.5807,0.0113,0.01852,8e-06,4.1,4.1,0,22.69,4.79,92.97,7.18,8.55,1.63,369.19,61.36,355.75,61.36,1.63,18.8,69.49,3.47,8.62,0.08,1.0
20230058517.0,J125138.86+321053.7,192.9119,32.1816,0.002,848.79,1.07,810.35,894.87,846.39,1.07,1416.3956,0.0051,0.00283,4e-06,5.3,5.3,0,18.99,2.14,41.93,3.2,20.59,1.82,483.01,37.36,428.64,37.36,1.82,24.07,10.15,0.51,7.07,0.05,1.0
20230008574.0,J114149.47+321444.7,175.4561,32.2458,0.0035,13489.32,2.93,13350.68,13661.5,12908.5,2.93,1359.2458,0.0139,0.045,1.1e-05,2.8,2.8,0,17.93,5.85,74.02,8.78,3.06,0.77,112.95,31.8,120.56,31.8,0.77,13.74,187.92,9.4,8.95,0.13,1.0
20230008700.0,J154351.75+322039.7,235.9656,32.3444,0.0034,9473.56,3.26,9338.73,9682.35,9183.36,3.26,1376.8953,0.0154,0.0316,1.2e-05,3.0,3.0,0,18.21,6.51,93.27,9.77,3.4,0.95,147.0,42.21,137.93,42.21,0.95,14.28,116.36,5.82,8.66,0.13,1.0
20230008787.0,J125723.63+322429.8,194.3485,32.4083,0.0035,11179.72,2.74,11053.38,11296.54,10777.8,2.74,1369.3409,0.013,0.03729,1e-05,2.8,2.8,0,15.34,5.47,63.6,8.21,5.6,1.28,172.49,46.7,143.36,46.7,1.28,13.62,157.8,7.89,8.99,0.13,1.0
20230053742.0,J075832.82+324153.0,119.6368,32.6981,0.0035,8414.98,2.62,8328.45,8485.4,8185.23,2.62,1381.6244,0.0124,0.02807,9e-06,3.5,3.5,0,24.99,5.25,69.39,7.87,4.93,0.88,152.25,25.54,123.34,25.54,0.88,13.63,117.85,5.89,8.69,0.08,1.0
20230061145.0,J134116.44+330758.8,205.3185,33.133,0.0048,4573.43,1.72,4491.82,4638.24,4504.71,1.72,1399.0626,0.0082,0.01526,6e-06,5.4,4.8,177,22.13,3.45,32.4,5.17,9.61,1.86,220.18,52.28,196.13,52.28,1.86,9.97,65.34,3.27,8.34,0.11,0.8888888888888888
20230061168.0,J134734.74+331208.6,206.8948,33.2024,0.0009,770.63,0.35,706.4,829.85,768.65,0.35,1416.7639,0.0017,0.00257,1e-06,6.6,5.9,103,19.17,0.7,30.83,1.05,57.6,2.1,1222.18,54.33,1081.27,54.33,2.1,52.61,10.02,0.5,7.46,0.05,0.893939393939394
20230010235.0,J163619.95+331916.5,249.0831,33.3212,0.0028,13271.51,2.15,13174.65,13379.11,12708.9,2.15,1360.1915,0.0102,0.04427,8e-06,2.9,2.9,0,8.44,4.3,54.61,6.44,5.56,0.88,110.29,29.16,123.24,29.16,0.88,16.98,179.21,8.96,8.9,0.12,1.0
20230061208.0,J010853.04+332244.6,17.221,33.3791,0.0024,10479.87,3.03,10286.52,10659.92,10125.9,3.03,1372.4296,0.0143,0.03496,1.1e-05,3.0,3.0,0,19.81,6.06,148.68,9.09,3.98,0.97,220.57,44.9,175.0,44.9,0.97,20.11,138.72,6.94,8.99,0.1,1.0
20230010719.0,J084837.39+334200.1,132.1558,33.7,0.0039,8161.1,2.25,8036.08,8240.45,7944.82,2.25,1382.7635,0.0107,0.02722,8e-06,2.8,2.8,0,21.54,4.5,48.2,6.75,1.94,0.37,53.82,12.49,32.68,12.49,0.37,12.32,116.95,5.85,8.23,0.11,1.0
20230010881.0,J122251.60+334936.6,185.715,33.8268,0.0013,572.99,0.43,468.12,669.05,571.89,0.43,1417.6961,0.002,0.00191,1e-06,5.8,5.2,10,19.34,0.85,28.74,1.28,37.19,1.73,742.93,59.31,645.59,59.31,1.73,38.49,6.87,0.34,6.92,0.06,0.896551724137931
20230011160.0,J134606.87+340228.1,206.5286,34.0412,0.0013,4771.29,0.53,4650.99,4904.22,4696.54,0.53,1398.1537,0.0025,0.01592,2e-06,4.6,4.6,0,20.73,1.06,33.29,1.59,27.47,1.53,631.44,58.33,599.34,58.33,1.53,35.92,68.19,3.41,8.83,0.06,1.0
20230011202.0,J063026.00+340556.4,97.6083,34.099,0.0072,9569.81,1.82,9482.64,9627.02,9273.78,1.82,1376.4669,0.0086,0.03192,6e-06,2.6,2.6,0,17.94,3.65,23.09,5.47,2.52,0.63,45.36,17.39,12.86,17.39,0.63,6.68,132.61,6.63,8.26,0.17,1.0
20230052081.0,J113459.74+343314.4,173.7489,34.554,0.004,1888.68,3.56,1806.76,1937.66,1876.86,3.56,1411.5133,0.0169,0.0063,1.2e-05,2.8,2.8,0,17.12,7.13,81.02,10.69,5.72,1.15,144.65,30.64,98.74,30.64,1.15,12.04,31.69,1.58,7.53,0.1,1.0
20230011688.0,J034102.18+343929.9,55.2591,34.6583,0.0016,4511.69,1.84,4319.32,4698.46,4444.8,1.84,1399.3465,0.0087,0.01505,6e-06,4.5,4.5,0,15.94,3.69,120.39,5.53,10.58,2.02,607.81,96.01,658.87,96.01,2.02,29.74,48.98,2.45,8.53,0.08,1.0
20230061663.0,J222802.87+353300.2,337.012,35.55,0.0012,6165.2,1.49,5999.13,6342.18,6040.97,1.49,1391.7839,0.0071,0.02056,5e-06,3.2,3.2,0,9.46,2.98,125.22,4.47,6.66,1.02,308.05,45.74,240.08,45.74,1.02,38.73,82.16,4.11,8.68,0.08,1.0
20230058895.0,J142000.92+354222.4,215.0038,35.7062,0.0069,8364.25,2.09,8301.33,8437.77,8137.22,2.09,1381.8519,0.0099,0.0279,7e-06,2.7,2.7,0,22.93,4.18,30.47,6.27,4.9,1.21,103.41,32.27,72.86,32.27,1.21,7.05,109.96,5.5,8.46,0.14,1.0
20230053964.0,J113527.33+354801.9,173.8639,35.8005,0.0033,9593.46,2.47,9358.96,9716.42,9295.99,2.47,1376.3617,0.0117,0.032,9e-06,2.8,2.8,0,24.04,4.94,70.14,7.41,4.11,0.85,155.21,38.33,202.01,38.33,0.85,14.76,137.22,6.86,8.82,0.12,1.0
20230013053.0,J132034.31+355300.0,200.1429,35.8833,0.0028,5402.14,1.36,5316.96,5464.16,5306.52,1.36,1395.2637,0.0065,0.01802,5e-06,3.7,3.7,0,22.22,2.72,40.9,4.09,9.38,1.22,248.11,34.43,195.7,34.43,1.22,17.03,75.13,3.76,8.51,0.07,1.0
20230052219.0,J031946.40+360224.1,49.9433,36.04,0.0026,6403.41,2.44,6267.91,6578.0,6269.5,2.44,1390.7011,0.0116,0.02136,8e-06,3.3,3.3,0,16.28,4.88,90.13,7.32,6.23,1.2,231.56,50.85,131.22,50.85,1.2,18.91,86.61,4.33,8.6,0.1,1.0
20230054537.0,J084340.76+363419.3,130.9198,36.572,0.0018,9802.97,1.48,9722.75,9915.57,9492.57,1.48,1375.4303,0.007,0.0327,5e-06,3.1,3.1,0,5.49,2.96,63.59,4.44,6.33,0.86,140.14,27.66,122.77,27.66,0.86,27.61,140.35,7.02,8.8,0.1,1.0
20230055005.0,J102909.61+365341.2,157.2901,36.8948,0.0018,11249.89,2.18,10997.68,11449.34,10843.0,2.18,1369.032,0.0103,0.03753,8e-06,2.5,2.5,0,18.68,4.35,137.71,6.53,2.32,0.41,121.83,21.05,97.09,21.05,0.41,26.9,158.83,7.94,8.84,0.09,1.0
20230014939.0,J084130.71+365635.1,130.378,36.9431,0.004,9877.82,1.87,9825.83,9929.17,9562.74,1.87,1375.0978,0.0089,0.03295,7e-06,2.3,2.3,0,14.71,3.75,32.91,5.62,2.01,0.34,40.58,7.68,39.51,7.68,0.34,12.21,141.29,7.06,8.27,0.09,1.0
20230061728.0,J062644.47+370456.0,96.6853,37.0822,0.0038,7032.65,2.97,6958.53,7134.59,6871.46,2.97,1387.849,0.0141,0.02346,1e-05,7.0,6.0,135,11.64,5.95,60.07,8.92,10.55,2.49,270.03,77.29,234.56,77.29,2.49,12.56,97.37,4.87,8.77,0.13,0.8571428571428571
20230015282.0,J105230.34+370951.4,163.1264,37.1643,0.0024,7759.09,2.86,7649.57,7887.38,7563.34,2.86,1384.5709,0.0135,0.02588,1e-05,3.2,3.2,0,24.8,5.72,136.38,8.57,3.46,0.93,233.13,34.09,211.73,34.09,0.93,19.83,112.63,5.63,8.83,0.08,1.0
20230054777.0,J052902.82+371359.4,82.2617,37.2332,0.0021,7225.09,1.17,7134.13,7296.81,7055.06,1.17,1386.9791,0.0055,0.0241,4e-06,4.8,4.3,74,18.29,2.34,42.61,3.51,11.05,1.22,298.2,36.15,229.15,36.15,1.22,22.6,99.79,4.99,8.83,0.07,0.8958333333333334
20230015606.0,J162357.37+371904.3,245.989,37.3178,0.0028,9818.85,2.42,9647.0,9970.64,9507.46,2.42,1375.3598,0.0115,0.03275,9e-06,2.2,2.2,0,14.28,4.83,74.24,7.25,3.44,0.77,126.08,32.86,158.37,32.86,0.77,17.19,125.83,6.29,8.66,0.12,1.0
20230015793.0,J071255.14+372615.1,108.2297,37.4375,0.0056,11788.4,3.29,11719.79,11873.23,11342.4,3.29,1366.6659,0.0156,0.03932,1.2e-05,3.7,3.7,0,17.33,6.59,45.85,9.88,7.03,1.78,163.49,50.29,124.67,50.29,1.78,8.7,161.73,8.09,8.99,0.14,1.0
20230015820.0,J015916.44+372730.1,29.8185,37.4584,0.0034,4570.59,4.51,4431.93,4764.72,4501.95,4.51,1399.0757,0.0214,0.01525,1.5e-05,4.2,4.2,0,21.21,9.02,163.98,13.52,22.44,8.54,1415.04,378.05,523.09,378.05,8.54,14.22,49.29,2.46,8.9,0.12,1.0
20230016103.0,J094707.88+373704.1,146.7828,37.6178,0.0026,1554.2,1.02,1507.76,1605.7,1546.18,1.02,1413.08,0.0048,0.00518,3e-06,4.8,3.9,71,19.75,2.03,32.45,3.05,14.0,1.5,317.94,33.71,278.14,33.71,1.5,18.84,27.1,1.36,7.74,0.06,0.8125
20230054509.0,J140907.20+373949.4,212.28,37.6637,0.0021,9607.79,2.61,9427.68,10019.57,9309.44,2.61,1376.298,0.0124,0.03205,9e-06,2.7,2.7,0,13.04,5.23,142.14,7.84,2.77,0.66,140.99,38.93,116.92,38.93,0.66,23.32,133.0,6.65,8.76,0.13,1.0
20230054754.0,J120547.91+374929.8,181.4496,37.825,0.0032,13192.91,2.73,12991.69,13358.01,12636.8,2.73,1360.5331,0.0129,0.04401,1e-05,2.4,2.4,0,23.81,5.46,83.65,8.19,2.23,0.53,99.98,24.12,112.81,24.12,0.53,15.2,183.88,9.19,8.88,0.11,1.0
20230054763.0,J122240.71+380509.8,185.6696,38.0861,0.0011,8858.07,1.22,8655.12,9093.17,8603.85,1.22,1379.641,0.0058,0.02955,4e-06,2.8,2.8,0,15.28,2.44,121.46,3.66,4.79,0.51,229.38,25.84,215.56,25.84,0.51,45.28,127.03,6.35,8.93,0.07,1.0
20230016828.0,J123305.73+380658.5,188.2739,38.1163,0.0016,718.1,0.53,649.31,746.62,716.38,0.53,1417.0115,0.0025,0.0024,2e-06,6.0,5.3,10,19.45,1.07,28.36,1.6,22.45,1.35,452.54,30.31,346.95,30.31,1.35,30.03,9.55,0.48,6.99,0.05,0.8833333333333333
20230017251.0,J133617.41+382232.7,204.0725,38.3758,0.0044,13484.19,2.32,13414.16,13555.42,12903.8,2.32,1359.268,0.011,0.04498,8e-06,2.1,2.1,0,12.15,4.63,34.27,6.95,1.82,0.35,33.95,9.44,24.96,9.44,0.35,10.9,185.26,9.26,8.42,0.13,1.0
20230050960.0,J004313.21+383753.7,10.805,38.6316,0.0062,17062.4,2.31,16975.87,17148.97,16143.6,2.31,1343.918,0.011,0.05691,9e-06,2.8,2.8,0,20.01,4.63,31.32,6.94,3.76,0.93,82.12,27.55,93.19,27.55,0.93,7.8,229.6,11.48,8.98,0.15,1.0
20230054588.0,J161350.54+383927.3,243.4606,38.6576,0.0052,11090.87,1.09,11046.68,11157.78,10695.2,1.09,1369.7323,0.0052,0.037,4e-06,2.2,2.2,0,17.96,2.19,21.48,3.28,5.09,0.92,91.16,21.54,85.54,21.54,0.92,9.22,152.32,7.62,8.68,0.11,1.0
20230042416.0,J030721.41+385741.5,46.8392,38.9615,0.0015,4697.96,2.1,4491.39,4944.39,4625.48,2.1,1398.4904,0.01,0.01567,7e-06,2.5,2.5,0,15.22,4.2,172.12,6.3,4.19,0.76,240.14,39.6,361.74,39.6,0.76,31.99,50.64,2.53,8.15,0.08,1.0
20230018173.0,J124956.72+390041.6,192.4863,39.0115,0.0023,12160.43,2.43,12074.72,12270.47,11686.4,2.43,1365.036,0.0115,0.04056,9e-06,2.5,2.5,0,20.22,4.87,113.42,7.3,2.05,0.42,101.64,13.57,119.43,13.57,0.42,21.28,169.89,8.49,8.82,0.07,1.0
20230061878.0,J145956.63+391521.9,224.986,39.2561,0.0047,9362.71,3.18,9249.71,9435.06,9079.16,3.18,1377.389,0.015,0.03123,1.1e-05,3.4,3.4,0,22.17,6.35,59.56,9.53,4.92,1.28,157.22,40.44,153.09,40.44,1.28,10.33,122.59,6.13,8.73,0.12,1.0
20230061879.0,J145746.12+391551.0,224.4421,39.2642,0.0024,10067.49,2.28,9956.31,10135.61,9740.39,2.28,1374.2561,0.0108,0.03358,8e-06,3.0,3.0,0,19.76,4.57,94.22,6.85,4.67,0.84,191.56,26.03,149.99,26.03,0.84,20.28,137.13,6.86,8.91,0.07,1.0
20230142538.0,J120730.93+391729.9,181.8789,39.2916,0.0023,1057.75,1.43,928.1,1129.73,1054.03,1.43,1415.4118,0.0068,0.00353,5e-06,2.6,2.6,0,19.12,2.86,51.82,4.29,6.54,0.71,168.95,24.32,182.43,24.32,0.71,21.48,18.93,0.95,7.15,0.08,1.0
20230019574.0,J032327.36+394431.3,50.864,39.742,0.0026,1666.77,3.0,1513.85,1781.84,1657.55,3.0,1412.5523,0.0142,0.00556,1e-05,3.4,3.4,0,17.09,6.0,122.62,9.01,3.19,0.86,164.72,34.2,189.8,34.2,0.86,18.36,22.86,1.14,7.3,0.1,1.0
20230019820.0,J024532.31+395534.1,41.3846,39.9261,0.0031,700.36,1.17,603.93,805.05,698.72,1.17,1417.0952,0.0055,0.00234,4e-06,4.7,4.2,136,19.74,2.34,31.42,3.51,9.76,1.17,206.25,40.01,112.69,40.01,1.17,15.68,13.23,0.66,6.93,0.09,0.8936170212765957
20230019891.0,J140026.91+395853.7,210.1121,39.9816,0.0041,13012.95,2.81,12935.63,13097.45,12471.6,2.81,1361.3158,0.0133,0.04341,1e-05,2.6,2.6,0,9.73,5.62,48.65,8.44,6.12,1.17,109.67,33.76,84.77,33.76,1.17,11.91,178.74,8.94,8.9,0.14,1.0
20230019963.0,J152616.76+400230.3,231.5699,40.0417,0.0009,6584.01,0.91,6468.62,6691.14,6442.52,0.91,1389.8813,0.0043,0.02196,3e-06,4.2,3.8,72,5.0,1.83,83.86,2.74,17.3,1.46,432.42,51.82,467.97,51.82,1.46,52.22,88.62,4.43,8.89,0.07,0.9047619047619047
20230020202.0,J084731.64+401053.0,131.8818,40.1814,0.0017,16625.22,1.4,16501.88,16768.04,15751.7,1.4,1345.7748,0.0066,0.05546,5e-06,2.5,2.5,0,7.5,2.8,61.11,4.2,3.11,0.39,76.71,14.85,67.0,14.85,0.39,28.09,220.94,11.05,8.92,0.09,1.0
20230021424.0,J131141.38+405143.4,197.9224,40.8621,0.0023,604.18,0.83,532.84,701.41,602.96,0.83,1417.5489,0.0039,0.00202,3e-06,6.1,5.0,141,21.28,1.66,32.09,2.49,23.18,2.1,520.2,65.01,459.34,65.01,2.1,21.25,9.32,0.47,7.03,0.07,0.819672131147541
20230021454.0,J122010.87+405238.1,185.0453,40.8773,0.002,519.59,0.68,468.25,571.92,518.69,0.68,1417.9482,0.0032,0.00173,2e-06,5.8,5.0,116,20.99,1.37,30.44,2.05,12.97,1.0,280.31,23.41,210.73,23.41,1.0,24.11,7.26,0.36,6.54,0.06,0.8620689655172414
20230021456.0,J023026.75+405247.4,37.6114,40.8798,0.0008,4949.26,0.94,4790.52,5057.34,4868.88,0.94,1397.3372,0.0045,0.01651,3e-06,3.8,3.3,137,5.46,1.88,110.44,2.82,17.33,1.87,646.75,73.44,645.52,73.44,1.87,58.54,53.85,2.69,8.64,0.07,0.868421052631579
20230021521.0,J143701.13+405507.6,219.2547,40.9188,0.0044,4776.33,2.36,4611.17,4924.31,4701.43,2.36,1398.1306,0.0112,0.01593,8e-06,1.6,1.6,0,20.08,4.73,43.92,7.09,1.46,0.32,40.21,13.71,60.13,13.71,0.32,11.08,69.28,3.46,7.65,0.15,1.0
20230021993.0,J053701.94+411520.2,84.2581,41.2556,0.0051,13754.47,2.97,13687.06,13828.41,13151.1,2.97,1358.0963,0.0141,0.04588,1.1e-05,2.4,2.4,0,17.72,5.94,44.79,8.92,4.04,0.97,97.13,25.9,71.71,25.9,0.97,9.39,186.45,9.32,8.88,0.12,1.0
20230055325.0,J071055.83+412357.7,107.7326,41.3994,0.0079,13020.68,2.34,12928.61,13322.87,12478.7,2.34,1361.2821,0.0111,0.04343,8e-06,3.7,3.7,0,18.68,4.68,25.81,7.02,6.18,1.54,103.24,72.53,144.05,72.53,1.54,6.13,177.17,8.86,8.86,0.31,1.0
20230057538.0,J133411.23+412752.1,203.5468,41.4645,0.0026,1069.31,0.84,1005.46,1109.61,1065.51,0.84,1415.3574,0.004,0.00357,3e-06,3.1,3.1,0,15.03,1.68,23.42,2.52,74.98,6.71,1216.46,156.76,1031.12,156.76,6.71,18.49,20.54,1.03,8.08,0.07,1.0
20230022468.0,J084548.28+414011.3,131.4512,41.6698,0.0043,13117.93,2.44,12977.71,13195.94,12568.0,2.44,1360.859,0.0116,0.04376,9e-06,2.3,2.3,0,15.44,4.88,41.68,7.33,2.9,0.62,69.76,21.34,118.13,21.34,0.62,11.25,179.39,8.97,8.7,0.14,1.0
20230062160.0,J165607.81+414318.3,254.0326,41.7218,0.0026,8452.9,3.06,8328.39,8567.25,8221.1,3.06,1381.4545,0.0145,0.0282,1.1e-05,3.4,3.4,0,12.67,6.11,127.19,9.17,6.78,1.71,288.89,62.36,238.76,62.36,1.71,18.8,106.43,5.32,8.87,0.1,1.0
20230062178.0,J072528.95+414644.8,111.3706,41.7791,0.0057,11760.75,2.09,11705.88,11831.4,11316.8,2.09,1366.7872,0.0099,0.03923,8e-06,2.8,2.8,0,18.69,4.17,29.57,6.26,4.03,0.89,82.66,22.31,54.58,22.31,0.89,8.49,161.41,8.07,8.69,0.13,1.0
20230023111.0,J123235.35+420704.7,188.1473,42.118,0.0034,7222.6,2.52,7128.82,7304.88,7052.69,2.52,1386.9904,0.012,0.02409,9e-06,3.6,3.6,0,20.54,5.05,66.48,7.57,6.33,1.13,186.32,34.95,203.29,34.95,1.13,14.41,99.96,5.0,8.63,0.09,1.0
20230055657.0,J160701.16+421648.9,241.7548,42.2803,0.0017,9736.96,1.93,9537.18,9936.39,9430.66,1.93,1375.7236,0.0091,0.03248,7e-06,2.4,2.4,0,12.69,3.85,122.61,5.78,3.82,0.67,177.12,32.21,211.35,32.21,0.67,29.23,127.01,6.35,8.81,0.09,1.0
20230023570.0,J014944.89+422143.1,27.437,42.362,0.0043,13137.11,2.38,13041.07,13203.01,12585.6,2.38,1360.7756,0.0113,0.04382,9e-06,3.2,3.2,0,21.23,4.76,45.65,7.13,4.27,1.0,130.09,28.95,140.07,28.95,1.0,11.15,174.63,8.73,8.95,0.11,1.0
20230023631.0,J014024.04+422429.2,25.1002,42.4081,0.0044,9596.1,3.23,9468.83,9737.04,9298.46,3.23,1376.35,0.0153,0.03201,1.1e-05,2.6,2.6,0,19.78,6.46,63.81,9.68,3.32,0.87,108.31,33.82,103.46,33.82,0.87,11.03,130.21,6.51,8.62,0.14,1.0
20230023665.0,J081708.30+422550.3,124.2846,42.4306,0.0031,7220.34,2.62,7135.61,7352.34,7050.53,2.62,1387.0006,0.0124,0.02408,9e-06,4.2,3.8,111,25.22,5.23,84.27,7.85,5.8,1.25,249.43,43.32,181.78,43.32,1.25,15.77,102.55,5.13,8.78,0.09,0.9047619047619047
20230055733.0,J112653.98+422658.3,171.7249,42.4495,0.0021,9987.89,2.73,9887.65,10128.96,9665.86,2.73,1374.6093,0.0129,0.03332,1e-05,3.1,3.1,0,24.8,5.47,157.82,8.2,2.59,0.6,171.07,21.91,144.01,21.91,0.6,22.65,141.87,7.09,8.89,0.07,1.0
20230024193.0,J052033.08+424315.4,80.1378,42.7209,0.0014,7073.95,2.02,6845.3,7257.83,6910.88,2.02,1387.6623,0.0096,0.0236,7e-06,3.3,3.3,0,11.97,4.03,169.71,6.05,6.92,1.38,404.08,67.9,466.48,67.9,1.38,33.44,98.43,4.92,8.95,0.08,1.0
20230024196.0,J013320.77+424326.0,23.3365,42.7239,0.0014,13292.23,1.45,13202.79,13407.29,12727.9,1.45,1360.1014,0.0068,0.04434,5e-06,2.6,2.6,0,3.78,2.89,87.23,4.34,4.14,0.54,90.08,17.81,67.4,17.81,0.54,33.92,176.32,8.82,8.8,0.1,1.0
20230024245.0,J031617.99+424509.8,49.075,42.7527,0.0015,9075.39,1.53,8982.91,9202.23,8808.73,1.53,1378.6703,0.0073,0.03027,5e-06,2.4,2.4,0,4.49,3.06,84.05,4.59,6.12,0.69,114.93,23.84,117.78,23.84,0.69,31.27,124.87,6.24,8.61,0.1,1.0
20230024607.0,J132024.60+425853.1,200.1025,42.9814,0.0017,1340.66,0.89,1252.95,1429.04,1334.69,0.89,1414.082,0.0042,0.00447,3e-06,1.6,1.6,0,20.36,1.78,42.03,2.67,5.26,0.44,140.25,13.87,137.7,13.87,0.44,28.08,24.59,1.23,7.3,0.06,1.0
20230024800.0,J065636.59+430925.4,104.1525,43.157,0.0023,11706.87,1.74,11573.48,11852.3,11266.9,1.74,1367.0236,0.0082,0.03905,6e-06,2.3,2.3,0,4.45,3.47,50.34,5.21,6.95,0.93,103.65,36.47,119.83,36.47,0.93,20.93,160.19,8.01,8.78,0.16,1.0
20230024885.0,J120501.30+431412.0,181.2554,43.2367,0.0023,923.2,0.82,850.26,999.73,920.37,0.82,1416.0451,0.0039,0.00308,3e-06,3.7,3.7,0,16.7,1.63,27.03,2.45,7.11,0.61,133.15,17.62,180.91,17.62,0.61,21.14,16.54,0.83,6.93,0.07,1.0
20230025255.0,J232032.46+433324.3,350.1352,43.5568,0.0024,5409.66,1.97,5337.07,5511.06,5313.77,1.97,1395.2293,0.0093,0.01804,7e-06,2.0,2.0,0,4.71,3.93,58.81,5.9,3.1,0.54,59.55,16.73,46.56,16.73,0.54,20.08,67.74,3.39,7.8,0.13,1.0
20230025382.0,J030219.35+433946.8,45.5806,43.663,0.0025,289.04,0.96,222.9,345.81,288.76,0.96,1419.0376,0.0045,0.00096,3e-06,5.9,4.9,60,21.48,1.91,33.29,2.87,17.74,1.81,409.6,46.9,433.34,46.9,1.81,19.27,8.15,0.41,6.81,0.07,0.8305084745762712
20230025553.0,J075048.32+434732.4,117.7013,43.7923,0.0024,12076.22,2.27,11970.22,12200.81,11608.6,2.27,1365.4046,0.0108,0.04028,8e-06,2.2,2.2,0,4.26,4.54,75.83,6.81,3.33,0.55,56.91,19.29,23.23,19.29,0.55,19.99,165.44,8.27,8.55,0.15,1.0
20230025566.0,J024109.47+434805.5,40.2894,43.8015,0.0022,6747.44,1.95,6603.07,6893.35,6598.92,1.95,1389.1403,0.0092,0.02251,7e-06,2.5,2.5,0,5.63,3.89,69.0,5.84,7.38,0.97,128.09,39.72,131.57,39.72,0.97,21.94,94.35,4.72,8.42,0.14,1.0
20230055819.0,J120539.18+434817.4,181.4133,43.8048,0.0029,12146.36,1.12,12067.85,12214.66,11673.4,1.12,1365.0976,0.0053,0.04052,4e-06,4.6,4.6,0,20.3,2.24,32.15,3.36,4.71,0.56,105.44,15.4,77.24,15.4,0.56,16.48,169.98,8.5,8.84,0.08,1.0
20230025721.0,J120920.62+435708.4,182.3359,43.9523,0.0014,924.62,1.42,811.25,1025.68,921.78,1.42,1416.0384,0.0067,0.00308,5e-06,4.5,4.5,0,21.24,2.84,100.48,4.26,8.52,0.85,333.0,30.06,360.68,30.06,0.85,33.62,17.64,0.88,7.39,0.06,1.0
20230025798.0,J021940.16+440129.5,34.9173,44.0249,0.0009,4794.52,1.09,4724.17,4884.13,4719.05,1.09,1398.0471,0.0052,0.01599,4e-06,2.9,2.9,0,3.83,2.18,110.72,3.27,15.77,1.26,316.59,37.18,290.01,37.18,1.26,50.92,52.03,2.6,8.3,0.07,1.0
20230025973.0,J034725.24+440856.1,56.8552,44.1489,0.003,9384.75,1.31,9304.51,9476.21,9099.89,1.31,1377.2908,0.0062,0.0313,5e-06,4.7,3.8,51,7.39,2.62,23.01,3.94,18.76,1.79,199.22,54.31,206.05,54.31,1.79,16.17,129.63,6.48,8.88,0.13,0.8085106382978723
20230025978.0,J041937.13+440918.0,64.9047,44.155,0.0046,6201.48,1.77,6146.44,6260.77,6075.8,1.77,1391.6188,0.0084,0.02069,6e-06,2.7,2.7,0,22.49,3.53,34.63,5.3,4.81,1.01,128.47,24.48,125.41,24.48,1.01,10.59,84.36,4.22,8.32,0.09,1.0
20230026148.0,J012944.71+441902.5,22.4363,44.3173,0.0046,1786.25,2.47,1703.44,1840.71,1775.67,2.47,1411.9927,0.0117,0.00596,8e-06,3.0,3.0,0,14.33,4.94,37.35,7.41,5.53,1.06,105.52,29.01,25.97,29.01,1.06,10.42,23.91,1.2,7.15,0.13,1.0
